Date,Employee,Product,Product_Category,Region,Customer_ID,Quantity,Sales
2024-10-06,Bob,Tablet,Electronics,East,CUST_115,1,400
2024-10-06,Alice,Tablet,Electronics,West,CUST_105,1,400
2024-10-07,David,Monitor,Electronics,South,CUST_118,4,1200
2024-10-07,Alice,Tablet,Electronics,West,CUST_104,1,400
2024-10-08,Alice,Phone,Electronics,West,CUST_102,4,2400
2024-10-08,Charlie,Phone,Electronics,West,CUST_107,2,1200
2024-10-09,Charlie,Tablet,Electronics,South,CUST_112,2,800
2024-10-09,Charlie,Laptop,Electronics,South,CUST_115,4,4000
2024-10-10,Charlie,Phone,Electronics,West,CUST_116,4,2400
2024-10-11,Charlie,Phone,Electronics,West,CUST_114,2,1200
2024-10-11,Bob,Tablet,Electronics,North,CUST_106,1,400
2024-10-12,Alice,Phone,Electronics,South,CUST_115,4,2400
2024-10-13,David,Tablet,Electronics,North,CUST_102,4,1600
2024-10-13,Charlie,Phone,Electronics,North,CUST_102,3,1800
2024-10-14,Alice,Laptop,Electronics,East,CUST_108,1,1000
2024-10-15,David,Monitor,Electronics,North,CUST_115,3,900
2024-10-15,Charlie,Tablet,Electronics,South,CUST_114,3,1200
2024-10-16,Bob,Laptop,Electronics,South,CUST_109,4,4000
2024-10-16,Alice,Laptop,Electronics,West,CUST_111,4,4000
2024-10-17,Alice,Laptop,Electronics,West,CUST_111,2,2000
2024-10-17,Alice,Tablet,Electronics,North,CUST_105,4,1600
2024-10-18,Alice,Monitor,Electronics,West,CUST_115,4,1200
2024-10-19,Bob,Monitor,Electronics,East,CUST_118,1,300
2024-10-20,Bob,Laptop,Electronics,East,CUST_101,1,1000
2024-10-20,Charlie,Tablet,Electronics,South,CUST_105,1,400
2024-10-21,Alice,Tablet,Electronics,South,CUST_110,4,1600
2024-10-22,Alice,Phone,Electronics,West,CUST_111,3,1800
2024-10-22,Bob,Phone,Electronics,North,CUST_107,2,1200
2024-10-23,David,Tablet,Electronics,East,CUST_112,2,800
2024-10-24,David,Tablet,Electronics,West,CUST_113,2,800
2024-10-24,David,Monitor,Electronics,South,CUST_108,2,600
2024-10-25,Alice,Laptop,Electronics,East,CUST_106,4,4000
2024-10-25,Alice,Tablet,Electronics,South,CUST_102,3,1200
2024-10-26,Charlie,Tablet,Electronics,South,CUST_110,3,1200
2024-10-27,Bob,Phone,Electronics,North,CUST_108,2,1200
2024-10-27,Charlie,Monitor,Electronics,North,CUST_108,4,1200
2024-10-28,Bob,Monitor,Electronics,North,CUST_119,1,300
2024-10-29,David,Phone,Electronics,North,CUST_105,4,2400
2024-10-30,Bob,Phone,Electronics,West,CUST_118,2,1200
2024-10-31,Bob,Tablet,Electronics,North,CUST_109,1,400
2024-10-31,Alice,Monitor,Electronics,North,CUST_113,1,300
2024-11-01,Alice,Tablet,Electronics,West,CUST_106,2,800
2024-11-02,David,Phone,Electronics,East,CUST_102,2,1200
2024-11-02,Bob,Laptop,Electronics,North,CUST_119,3,3000
2024-11-03,Charlie,Laptop,Electronics,West,CUST_107,2,2000
2024-11-04,Alice,Tablet,Electronics,North,CUST_107,4,1600
2024-11-05,Alice,Tablet,Electronics,West,CUST_101,1,400
2024-11-06,David,Laptop,Electronics,East,CUST_106,4,4000
2024-11-07,Charlie,Tablet,Electronics,West,CUST_114,2,800
2024-11-07,Bob,Phone,Electronics,South,CUST_103,1,600
2024-11-08,Bob,Monitor,Electronics,West,CUST_106,2,600
2024-11-09,Alice,Laptop,Electronics,South,CUST_112,1,1000
2024-11-09,Alice,Phone,Electronics,West,CUST_115,1,600
2024-11-10,David,Tablet,Electronics,East,CUST_106,4,1600
2024-11-10,Bob,Phone,Electronics,West,CUST_111,3,1800
2024-11-11,Alice,Tablet,Electronics,East,CUST_116,3,1200
2024-11-12,Alice,Monitor,Electronics,East,CUST_104,1,300
2024-11-13,Charlie,Tablet,Electronics,West,CUST_113,1,400
2024-11-14,Charlie,Phone,Electronics,South,CUST_104,1,600
2024-11-14,David,Laptop,Electronics,West,CUST_115,2,2000
2024-11-15,Charlie,Monitor,Electronics,West,CUST_104,2,600
2024-11-15,Bob,Phone,Electronics,South,CUST_113,1,600
2024-11-16,Bob,Laptop,Electronics,South,CUST_107,3,3000
2024-11-16,Charlie,Monitor,Electronics,South,CUST_113,3,900
2024-11-17,Charlie,Tablet,Electronics,West,CUST_110,1,400
2024-11-18,Bob,Monitor,Electronics,West,CUST_104,4,1200
2024-11-19,Charlie,Phone,Electronics,North,CUST_113,4,2400
2024-11-19,Bob,Tablet,Electronics,East,CUST_109,1,400
2024-11-20,Alice,Tablet,Electronics,South,CUST_110,4,1600
2024-11-20,David,Monitor,Electronics,West,CUST_105,1,300
2024-11-21,Bob,Monitor,Electronics,East,CUST_107,4,1200
2024-11-21,Bob,Laptop,Electronics,South,CUST_104,3,3000
2024-11-22,Alice,Tablet,Electronics,South,CUST_115,1,400
2024-11-22,Alice,Tablet,Electronics,West,CUST_101,2,800
2024-11-23,Alice,Laptop,Electronics,South,CUST_105,4,4000
2024-11-24,Charlie,Monitor,Electronics,East,CUST_111,4,1200
2024-11-25,Alice,Phone,Electronics,North,CUST_102,1,600
2024-11-25,David,Tablet,Electronics,East,CUST_118,1,400
2024-11-26,Bob,Phone,Electronics,North,CUST_109,3,1800
2024-11-27,Charlie,Tablet,Electronics,West,CUST_114,4,1600
2024-11-28,David,Phone,Electronics,South,CUST_107,2,1200
2024-11-29,Bob,Monitor,Electronics,West,CUST_101,1,300
2024-11-30,Charlie,Laptop,Electronics,West,CUST_106,1,1000
2024-11-30,Alice,Tablet,Electronics,West,CUST_117,1,400
2024-12-01,Bob,Monitor,Electronics,North,CUST_108,4,1200
2024-12-01,Bob,Monitor,Electronics,South,CUST_112,3,900
2024-12-02,Bob,Tablet,Electronics,South,CUST_102,2,800
2024-12-03,David,Phone,Electronics,South,CUST_103,1,600
2024-12-04,Charlie,Phone,Electronics,West,CUST_112,4,2400
2024-12-04,Bob,Monitor,Electronics,North,CUST_115,1,300
2024-12-05,Charlie,Monitor,Electronics,South,CUST_116,2,600
2024-12-06,Alice,Monitor,Electronics,West,CUST_103,4,1200
2024-12-06,David,Phone,Electronics,North,CUST_119,3,1800
2024-12-07,Bob,Laptop,Electronics,West,CUST_112,4,4000
2024-12-07,Alice,Laptop,Electronics,South,CUST_106,1,1000
2024-12-08,Bob,Monitor,Electronics,East,CUST_101,4,1200
2024-12-08,Alice,Monitor,Electronics,West,CUST_102,2,600
2024-12-09,Bob,Monitor,Electronics,North,CUST_118,3,900
2024-12-10,Bob,Laptop,Electronics,North,CUST_109,2,2000
2024-12-11,Charlie,Tablet,Electronics,West,CUST_104,2,800
2024-12-12,Charlie,Phone,Electronics,East,CUST_111,2,1200
2024-12-12,Charlie,Phone,Electronics,West,CUST_110,1,600
2024-12-13,Charlie,Laptop,Electronics,South,CUST_118,2,2000
2024-12-13,Alice,Tablet,Electronics,South,CUST_110,4,1600
2024-12-14,Bob,Phone,Electronics,East,CUST_107,4,2400
2024-12-14,David,Phone,Electronics,North,CUST_103,3,1800
2024-12-15,Charlie,Phone,Electronics,East,CUST_114,2,1200
2024-12-15,David,Phone,Electronics,West,CUST_102,2,1200
2024-12-16,Alice,Phone,Electronics,North,CUST_114,4,2400
2024-12-17,Bob,Monitor,Electronics,South,CUST_103,2,600
2024-12-18,Alice,Phone,Electronics,North,CUST_102,1,600
2024-12-19,Alice,Phone,Electronics,West,CUST_115,1,600
2024-12-19,David,Laptop,Electronics,West,CUST_113,4,4000
2024-12-20,Bob,Monitor,Electronics,South,CUST_106,1,300
2024-12-21,Alice,Tablet,Electronics,South,CUST_119,2,800
2024-12-21,Charlie,Tablet,Electronics,North,CUST_102,3,1200
2024-12-22,Alice,Phone,Electronics,South,CUST_118,3,1800
2024-12-22,Alice,Tablet,Electronics,West,CUST_109,3,1200
2024-12-23,Charlie,Laptop,Electronics,East,CUST_109,1,1000
2024-12-24,Bob,Phone,Electronics,East,CUST_116,3,1800
2024-12-24,David,Monitor,Electronics,North,CUST_104,4,1200
2024-12-25,David,Laptop,Electronics,North,CUST_104,3,3000
2024-12-26,Bob,Tablet,Electronics,South,CUST_105,3,1200
2024-12-26,David,Tablet,Electronics,South,CUST_103,4,1600
2024-12-27,Charlie,Monitor,Electronics,South,CUST_107,2,600
2024-12-28,Alice,Phone,Electronics,North,CUST_102,2,1200
2024-12-29,Charlie,Laptop,Electronics,South,CUST_115,2,2000
2024-12-29,Alice,Phone,Electronics,East,CUST_107,2,1200
2024-12-30,Alice,Laptop,Electronics,North,CUST_118,2,2000
2024-12-31,Alice,Laptop,Electronics,South,CUST_113,1,1000
2025-01-01,David,Laptop,Electronics,East,CUST_111,1,1000
2025-01-01,Charlie,Laptop,Electronics,West,CUST_104,4,4000
2025-01-02,David,Monitor,Electronics,West,CUST_108,2,600
2025-01-02,Charlie,Laptop,Electronics,North,CUST_106,4,4000
2025-01-03,Alice,Phone,Electronics,North,CUST_109,1,600
2025-01-03,David,Laptop,Electronics,West,CUST_109,1,1000
2025-01-04,Bob,Monitor,Electronics,West,CUST_101,1,300
2025-01-05,Bob,Phone,Electronics,West,CUST_108,4,2400
2025-01-05,Alice,Monitor,Electronics,East,CUST_102,3,900
2025-01-06,Charlie,Phone,Electronics,West,CUST_115,1,600
2025-01-06,Alice,Monitor,Electronics,East,CUST_113,4,1200
2025-01-07,Alice,Monitor,Electronics,West,CUST_105,1,300
2025-01-08,Alice,Monitor,Electronics,North,CUST_111,3,900
2025-01-08,Alice,Laptop,Electronics,East,CUST_103,4,4000
2025-01-09,Alice,Laptop,Electronics,West,CUST_108,1,1000
2025-01-09,Bob,Tablet,Electronics,South,CUST_111,4,1600
2025-01-10,Charlie,Tablet,Electronics,East,CUST_119,3,1200
2025-01-10,Charlie,Phone,Electronics,North,CUST_108,1,600
2025-01-11,Bob,Phone,Electronics,East,CUST_116,4,2400
2025-01-11,David,Laptop,Electronics,East,CUST_108,4,4000
2025-01-12,Alice,Phone,Electronics,East,CUST_103,2,1200
2025-01-13,David,Phone,Electronics,West,CUST_109,2,1200
2025-01-14,Alice,Phone,Electronics,East,CUST_118,2,1200
2025-01-15,Alice,Monitor,Electronics,West,CUST_108,3,900
2025-01-15,Bob,Phone,Electronics,North,CUST_116,1,600
2025-01-16,David,Monitor,Electronics,South,CUST_110,3,900
2025-01-16,Charlie,Laptop,Electronics,West,CUST_109,2,2000
2025-01-17,David,Tablet,Electronics,South,CUST_118,4,1600
2025-01-18,David,Phone,Electronics,West,CUST_112,1,600
2025-01-18,David,Tablet,Electronics,South,CUST_103,1,400
2025-01-19,David,Phone,Electronics,East,CUST_117,3,1800
2025-01-19,David,Laptop,Electronics,East,CUST_113,2,2000
2025-01-20,Alice,Phone,Electronics,West,CUST_108,2,1200
2025-01-20,Bob,Tablet,Electronics,East,CUST_111,4,1600
2025-01-21,Bob,Phone,Electronics,East,CUST_113,1,600
2025-01-21,Bob,Phone,Electronics,North,CUST_115,1,600
2025-01-22,Charlie,Phone,Electronics,East,CUST_119,3,1800
2025-01-22,Charlie,Monitor,Electronics,West,CUST_111,1,300
2025-01-23,Alice,Laptop,Electronics,West,CUST_119,3,3000
2025-01-24,Alice,Phone,Electronics,East,CUST_115,4,2400
2025-01-25,David,Laptop,Electronics,East,CUST_110,4,4000
2025-01-26,David,Monitor,Electronics,North,CUST_105,4,1200
2025-01-26,Charlie,Laptop,Electronics,West,CUST_103,4,4000
2025-01-27,David,Phone,Electronics,South,CUST_110,3,1800
2025-01-27,Alice,Monitor,Electronics,South,CUST_102,3,900
2025-01-28,David,Laptop,Electronics,North,CUST_104,4,4000
2025-01-29,Bob,Phone,Electronics,South,CUST_112,2,1200
2025-01-29,Alice,Phone,Electronics,South,CUST_102,1,600
2025-01-30,Alice,Monitor,Electronics,East,CUST_119,4,1200
2025-01-31,Charlie,Phone,Electronics,West,CUST_105,3,1800
2025-02-01,David,Tablet,Electronics,North,CUST_110,4,1600
2025-02-01,David,Phone,Electronics,East,CUST_105,2,1200
2025-02-02,Alice,Phone,Electronics,West,CUST_110,3,1800
2025-02-02,Bob,Phone,Electronics,West,CUST_113,4,2400
2025-02-03,Alice,Tablet,Electronics,East,CUST_114,4,1600
2025-02-03,Charlie,Monitor,Electronics,North,CUST_104,4,1200
2025-02-04,Bob,Monitor,Electronics,South,CUST_118,2,600
2025-02-04,Charlie,Tablet,Electronics,West,CUST_119,4,1600
2025-02-05,Charlie,Phone,Electronics,East,CUST_113,2,1200
2025-02-06,Bob,Phone,Electronics,South,CUST_104,1,600
2025-02-06,David,Tablet,Electronics,West,CUST_104,1,400
2025-02-07,Charlie,Laptop,Electronics,East,CUST_118,1,1000
2025-02-07,Charlie,Monitor,Electronics,North,CUST_115,3,900
2025-02-08,Alice,Monitor,Electronics,South,CUST_101,1,300
2025-02-09,Bob,Monitor,Electronics,West,CUST_115,4,1200
2025-02-10,Charlie,Phone,Electronics,East,CUST_111,2,1200
2025-02-11,Alice,Phone,Electronics,West,CUST_110,1,600
2025-02-12,Charlie,Laptop,Electronics,East,CUST_113,1,1000
2025-02-12,Bob,Laptop,Electronics,East,CUST_119,1,1000
2025-02-13,Charlie,Phone,Electronics,East,CUST_119,2,1200
2025-02-14,Alice,Monitor,Electronics,North,CUST_117,4,1200
2025-02-15,Bob,Monitor,Electronics,North,CUST_106,4,1200
2025-02-16,David,Phone,Electronics,East,CUST_118,3,1800
2025-02-16,Charlie,Laptop,Electronics,West,CUST_104,1,1000
2025-02-17,Alice,Phone,Electronics,South,CUST_112,4,2400
2025-02-17,David,Laptop,Electronics,East,CUST_104,4,4000
2025-02-18,Bob,Monitor,Electronics,West,CUST_107,2,600
2025-02-19,Charlie,Monitor,Electronics,South,CUST_110,4,1200
2025-02-20,David,Phone,Electronics,East,CUST_113,2,1200
2025-02-20,Bob,Monitor,Electronics,North,CUST_104,1,300
2025-02-21,Charlie,Monitor,Electronics,South,CUST_111,2,600
2025-02-21,Alice,Laptop,Electronics,West,CUST_101,2,2000
2025-02-22,Charlie,Phone,Electronics,East,CUST_118,3,1800
2025-02-23,David,Tablet,Electronics,West,CUST_115,4,1600
2025-02-23,David,Tablet,Electronics,North,CUST_112,2,800
2025-02-24,David,Phone,Electronics,North,CUST_118,1,600
2025-02-24,Alice,Tablet,Electronics,East,CUST_105,2,800
2025-02-25,Alice,Tablet,Electronics,East,CUST_112,1,400
2025-02-25,Alice,Laptop,Electronics,North,CUST_118,1,1000
2025-02-26,David,Tablet,Electronics,South,CUST_107,1,400
2025-02-27,Charlie,Laptop,Electronics,North,CUST_102,4,4000
2025-02-27,David,Phone,Electronics,East,CUST_107,1,600
2025-02-28,Alice,Laptop,Electronics,South,CUST_114,2,2000
2025-02-28,Bob,Phone,Electronics,North,CUST_105,2,1200
2025-03-01,Bob,Monitor,Electronics,North,CUST_110,2,600
2025-03-01,Bob,Monitor,Electronics,West,CUST_107,3,900
2025-03-02,David,Monitor,Electronics,East,CUST_106,4,1200
2025-03-02,David,Tablet,Electronics,South,CUST_119,3,1200
2025-03-03,Alice,Monitor,Electronics,West,CUST_104,3,900
2025-03-04,David,Phone,Electronics,East,CUST_108,4,2400
2025-03-04,Alice,Tablet,Electronics,South,CUST_114,4,1600
2025-03-05,Alice,Laptop,Electronics,West,CUST_117,2,2000
2025-03-06,Bob,Laptop,Electronics,West,CUST_103,2,2000
2025-03-07,David,Laptop,Electronics,South,CUST_103,4,4000
2025-03-07,Bob,Tablet,Electronics,West,CUST_118,3,1200
2025-03-08,Charlie,Laptop,Electronics,East,CUST_112,3,3000
2025-03-09,David,Monitor,Electronics,West,CUST_109,4,1200
2025-03-09,David,Laptop,Electronics,North,CUST_109,4,4000
2025-03-10,Charlie,Monitor,Electronics,South,CUST_118,4,1200
2025-03-11,David,Monitor,Electronics,South,CUST_102,4,1200
2025-03-11,Charlie,Monitor,Electronics,East,CUST_103,1,300
2025-03-12,Bob,Tablet,Electronics,West,CUST_101,2,800
2025-03-13,Alice,Tablet,Electronics,West,CUST_105,4,1600
2025-03-13,David,Monitor,Electronics,West,CUST_105,3,900
2025-03-14,Bob,Phone,Electronics,South,CUST_119,2,1200
2025-03-14,David,Laptop,Electronics,West,CUST_114,3,3000
2025-03-15,David,Laptop,Electronics,East,CUST_113,1,1000
2025-03-16,David,Monitor,Electronics,South,CUST_105,2,600
2025-03-16,Alice,Tablet,Electronics,North,CUST_102,4,1600
2025-03-17,Bob,Phone,Electronics,North,CUST_109,3,1800
2025-03-17,David,Phone,Electronics,South,CUST_119,2,1200
2025-03-18,David,Laptop,Electronics,East,CUST_115,2,2000
2025-03-18,David,Monitor,Electronics,North,CUST_102,1,300
2025-03-19,Charlie,Monitor,Electronics,West,CUST_116,2,600
2025-03-19,Alice,Monitor,Electronics,West,CUST_101,2,600
2025-03-20,Charlie,Monitor,Electronics,South,CUST_119,1,300
2025-03-21,Bob,Phone,Electronics,East,CUST_116,1,600
2025-03-22,Bob,Laptop,Electronics,North,CUST_111,4,4000
2025-03-22,Bob,Tablet,Electronics,East,CUST_101,3,1200
2025-03-23,Alice,Monitor,Electronics,South,CUST_103,2,600
2025-03-23,David,Monitor,Electronics,West,CUST_107,3,900
2025-03-24,Alice,Monitor,Electronics,West,CUST_108,1,300
2025-03-24,Charlie,Tablet,Electronics,West,CUST_103,3,1200
2025-03-25,Bob,Laptop,Electronics,East,CUST_115,2,2000
2025-03-25,Charlie,Laptop,Electronics,East,CUST_114,1,1000
2025-03-26,Bob,Monitor,Electronics,West,CUST_107,1,300
2025-03-26,Alice,Tablet,Electronics,West,CUST_115,1,400
2025-03-27,Charlie,Laptop,Electronics,South,CUST_102,3,3000
2025-03-27,David,Phone,Electronics,South,CUST_104,2,1200
2025-03-28,David,Phone,Electronics,East,CUST_114,3,1800
2025-03-29,David,Laptop,Electronics,North,CUST_114,4,4000
2025-03-30,Bob,Tablet,Electronics,South,CUST_119,4,1600
2025-03-30,Bob,Tablet,Electronics,East,CUST_119,2,800
2025-03-31,David,Monitor,Electronics,North,CUST_114,3,900
2025-04-01,Alice,Tablet,Electronics,West,CUST_119,3,1200
2025-04-02,David,Phone,Electronics,West,CUST_104,2,1200
2025-04-03,Alice,Phone,Electronics,North,CUST_101,4,2400
2025-04-03,David,Monitor,Electronics,North,CUST_111,2,600
2025-04-04,Charlie,Laptop,Electronics,East,CUST_109,2,2000
2025-04-05,Charlie,Monitor,Electronics,West,CUST_102,4,1200
2025-04-05,Alice,Laptop,Electronics,South,CUST_109,2,2000
2025-04-06,Charlie,Tablet,Electronics,East,CUST_117,4,1600
2025-04-06,David,Phone,Electronics,West,CUST_111,3,1800
2025-04-07,Bob,Phone,Electronics,North,CUST_105,3,1800
2025-04-07,David,Monitor,Electronics,North,CUST_112,3,900
2025-04-08,Alice,Laptop,Electronics,North,CUST_109,1,1000
2025-04-09,Charlie,Laptop,Electronics,South,CUST_101,4,4000
2025-04-09,David,Laptop,Electronics,East,CUST_108,3,3000
2025-04-10,Bob,Monitor,Electronics,South,CUST_115,3,900
2025-04-10,Alice,Tablet,Electronics,South,CUST_108,4,1600
2025-04-11,Charlie,Phone,Electronics,West,CUST_119,1,600
2025-04-12,Charlie,Tablet,Electronics,West,CUST_104,4,1600
2025-04-12,Bob,Monitor,Electronics,North,CUST_112,3,900
2025-04-13,David,Phone,Electronics,East,CUST_109,3,1800
2025-04-13,Alice,Monitor,Electronics,East,CUST_106,2,600
2025-04-14,Alice,Phone,Electronics,North,CUST_112,1,600
2025-04-14,Bob,Phone,Electronics,East,CUST_119,4,2400
2025-04-15,Bob,Laptop,Electronics,North,CUST_113,1,1000
2025-04-15,Alice,Tablet,Electronics,West,CUST_103,2,800
2025-04-16,Alice,Monitor,Electronics,West,CUST_113,1,300
2025-04-16,Alice,Phone,Electronics,North,CUST_117,2,1200
2025-04-17,David,Tablet,Electronics,West,CUST_101,4,1600
2025-04-17,Bob,Tablet,Electronics,North,CUST_117,1,400
2025-04-18,Bob,Phone,Electronics,East,CUST_109,2,1200
2025-04-18,Alice,Monitor,Electronics,North,CUST_109,1,300
2025-04-19,David,Laptop,Electronics,East,CUST_107,3,3000
2025-04-20,Alice,Tablet,Electronics,North,CUST_111,4,1600
2025-04-21,Charlie,Tablet,Electronics,North,CUST_114,3,1200
2025-04-21,Alice,Laptop,Electronics,West,CUST_119,4,4000
2025-04-22,David,Monitor,Electronics,North,CUST_113,1,300
2025-04-22,David,Laptop,Electronics,West,CUST_113,1,1000
2025-04-23,Charlie,Monitor,Electronics,South,CUST_108,1,300
2025-04-23,Alice,Tablet,Electronics,South,CUST_113,3,1200
2025-04-24,Charlie,Laptop,Electronics,East,CUST_118,4,4000
2025-04-25,Bob,Monitor,Electronics,South,CUST_104,1,300
2025-04-25,Bob,Laptop,Electronics,East,CUST_108,3,3000
2025-04-26,Alice,Laptop,Electronics,West,CUST_119,2,2000
2025-04-26,Charlie,Laptop,Electronics,East,CUST_109,2,2000
2025-04-27,Bob,Tablet,Electronics,East,CUST_110,1,400
2025-04-27,Bob,Phone,Electronics,East,CUST_109,2,1200
2025-04-28,Charlie,Monitor,Electronics,East,CUST_106,4,1200
2025-04-29,Alice,Phone,Electronics,North,CUST_103,2,1200
2025-04-30,Bob,Monitor,Electronics,South,CUST_109,1,300
2025-04-30,Bob,Monitor,Electronics,East,CUST_101,3,900
2025-05-01,Alice,Tablet,Electronics,South,CUST_117,1,400
2025-05-02,Charlie,Laptop,Electronics,East,CUST_106,4,4000
2025-05-03,Alice,Phone,Electronics,East,CUST_104,2,1200
2025-05-03,Charlie,Laptop,Electronics,East,CUST_106,1,1000
2025-05-04,Bob,Monitor,Electronics,West,CUST_103,2,600
2025-05-04,Charlie,Monitor,Electronics,West,CUST_109,3,900
2025-05-05,Charlie,Monitor,Electronics,East,CUST_104,4,1200
2025-05-06,Alice,Monitor,Electronics,East,CUST_105,2,600
2025-05-06,Charlie,Monitor,Electronics,North,CUST_101,4,1200
2025-05-07,Charlie,Monitor,Electronics,East,CUST_110,1,300
2025-05-08,Bob,Monitor,Electronics,East,CUST_115,3,900
2025-05-08,Charlie,Tablet,Electronics,South,CUST_117,3,1200
2025-05-09,Bob,Monitor,Electronics,North,CUST_102,4,1200
2025-05-10,David,Monitor,Electronics,West,CUST_101,2,600
2025-05-10,Charlie,Monitor,Electronics,North,CUST_118,1,300
2025-05-11,Bob,Monitor,Electronics,West,CUST_103,3,900
2025-05-12,Alice,Monitor,Electronics,South,CUST_114,3,900
2025-05-13,Charlie,Monitor,Electronics,East,CUST_119,2,600
2025-05-13,Bob,Phone,Electronics,East,CUST_115,1,600
2025-05-14,Bob,Phone,Electronics,North,CUST_105,2,1200
2025-05-15,David,Laptop,Electronics,East,CUST_106,3,3000
2025-05-15,David,Phone,Electronics,West,CUST_117,1,600
2025-05-16,Alice,Tablet,Electronics,East,CUST_117,2,800
2025-05-17,David,Monitor,Electronics,South,CUST_105,4,1200
2025-05-18,Alice,Laptop,Electronics,North,CUST_113,2,2000
2025-05-19,Alice,Tablet,Electronics,East,CUST_103,3,1200
2025-05-19,Bob,Phone,Electronics,West,CUST_119,1,600
2025-05-20,Alice,Laptop,Electronics,South,CUST_112,3,3000
2025-05-20,Alice,Monitor,Electronics,East,CUST_104,3,900
2025-05-21,Alice,Monitor,Electronics,East,CUST_103,4,1200
2025-05-22,Charlie,Phone,Electronics,East,CUST_119,4,2400
2025-05-23,Alice,Tablet,Electronics,West,CUST_108,2,800
2025-05-24,Alice,Monitor,Electronics,South,CUST_105,3,900
2025-05-24,Charlie,Laptop,Electronics,West,CUST_105,4,4000
2025-05-25,Alice,Monitor,Electronics,South,CUST_102,3,900
2025-05-26,Bob,Laptop,Electronics,East,CUST_111,4,4000
2025-05-27,David,Laptop,Electronics,North,CUST_109,4,4000
2025-05-28,Bob,Monitor,Electronics,South,CUST_119,1,300
2025-05-28,Charlie,Phone,Electronics,West,CUST_112,4,2400
2025-05-29,David,Phone,Electronics,East,CUST_104,3,1800
2025-05-29,Bob,Tablet,Electronics,North,CUST_115,2,800
2025-05-30,Charlie,Monitor,Electronics,North,CUST_118,3,900
2025-05-31,Charlie,Laptop,Electronics,South,CUST_118,3,3000
2025-06-01,Charlie,Tablet,Electronics,East,CUST_104,3,1200
2025-06-01,Charlie,Laptop,Electronics,East,CUST_109,4,4000
2025-06-02,David,Laptop,Electronics,North,CUST_117,1,1000
2025-06-02,Alice,Monitor,Electronics,West,CUST_106,3,900
2025-06-03,Charlie,Laptop,Electronics,North,CUST_114,3,3000
2025-06-04,Charlie,Tablet,Electronics,West,CUST_111,2,800
2025-06-05,Bob,Phone,Electronics,South,CUST_116,4,2400
2025-06-06,Bob,Laptop,Electronics,West,CUST_115,3,3000
2025-06-06,Charlie,Tablet,Electronics,South,CUST_117,4,1600
2025-06-07,Charlie,Phone,Electronics,East,CUST_101,3,1800
2025-06-07,David,Laptop,Electronics,North,CUST_115,1,1000
2025-06-08,Alice,Monitor,Electronics,West,CUST_109,1,300
2025-06-09,Alice,Monitor,Electronics,East,CUST_108,2,600
2025-06-10,Alice,Phone,Electronics,South,CUST_104,2,1200
2025-06-11,Charlie,Phone,Electronics,East,CUST_108,3,1800
2025-06-11,Charlie,Phone,Electronics,West,CUST_113,1,600
2025-06-12,Bob,Laptop,Electronics,North,CUST_106,3,3000
2025-06-12,David,Phone,Electronics,West,CUST_102,1,600
2025-06-13,David,Monitor,Electronics,South,CUST_102,4,1200
2025-06-13,Bob,Phone,Electronics,North,CUST_115,4,2400
2025-06-14,David,Phone,Electronics,East,CUST_108,3,1800
2025-06-15,Bob,Monitor,Electronics,South,CUST_107,3,900
2025-06-16,Charlie,Laptop,Electronics,North,CUST_113,1,1000
2025-06-17,Charlie,Laptop,Electronics,East,CUST_117,1,1000
2025-06-18,Charlie,Monitor,Electronics,South,CUST_110,2,600
2025-06-19,David,Phone,Electronics,West,CUST_118,4,2400
2025-06-19,Bob,Phone,Electronics,West,CUST_115,2,1200
2025-06-20,Bob,Tablet,Electronics,West,CUST_108,1,400
2025-06-20,Bob,Monitor,Electronics,East,CUST_114,3,900
2025-06-21,Bob,Monitor,Electronics,South,CUST_111,3,900
2025-06-21,Alice,Monitor,Electronics,North,CUST_117,3,900
2025-06-22,Alice,Phone,Electronics,South,CUST_106,4,2400
2025-06-22,Alice,Tablet,Electronics,West,CUST_108,2,800
2025-06-23,Bob,Laptop,Electronics,West,CUST_111,1,1000
2025-06-24,Alice,Tablet,Electronics,East,CUST_102,1,400
2025-06-25,David,Monitor,Electronics,South,CUST_119,3,900
2025-06-25,Alice,Tablet,Electronics,North,CUST_116,2,800
2025-06-26,David,Tablet,Electronics,North,CUST_101,1,400
2025-06-26,David,Tablet,Electronics,North,CUST_110,4,1600
2025-06-27,Charlie,Laptop,Electronics,North,CUST_113,3,3000
2025-06-28,Alice,Monitor,Electronics,West,CUST_117,3,900
2025-06-29,Charlie,Laptop,Electronics,South,CUST_119,1,1000
2025-06-29,Charlie,Monitor,Electronics,North,CUST_117,2,600
2025-06-30,Bob,Monitor,Electronics,East,CUST_109,4,1200
2025-07-01,Charlie,Monitor,Electronics,South,CUST_114,4,1200
2025-07-02,David,Laptop,Electronics,West,CUST_109,3,3000
2025-07-03,Bob,Laptop,Electronics,North,CUST_102,4,4000
2025-07-04,Alice,Laptop,Electronics,South,CUST_101,3,3000
2025-07-04,David,Laptop,Electronics,East,CUST_113,1,1000
2025-07-05,Alice,Monitor,Electronics,West,CUST_104,3,900
2025-07-05,Bob,Tablet,Electronics,West,CUST_112,2,800
2025-07-06,Alice,Monitor,Electronics,West,CUST_101,2,600
2025-07-06,David,Laptop,Electronics,West,CUST_103,3,3000
2025-07-07,Alice,Laptop,Electronics,South,CUST_110,2,2000
